CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned,Geography_France,Geography_Germany,Geography_Spain
0.538,0,0.3243243243243243,0.2,0.0,0.0,1,1,0.5067348931822989,1,1,0.25,0.6666666666666667,0.39160045402951194,1,0,0
0.5160000000000001,0,0.3108108108108108,0.1,0.9118049386997805,0.0,0,1,0.5627087386845444,0,1,0.5,0.6666666666666667,0.38251986379114644,0,0,1
0.3040000000000001,0,0.3243243243243243,0.8,0.9636451341330711,0.6666666666666667,1,0,0.5696543519906151,1,1,0.5,0.6666666666666667,0.2928490351872872,1,0,0
0.6980000000000001,0,0.2837837837837838,0.1,0.0,0.3333333333333333,0,0,0.46912005096486714,0,0,1.0,0.3333333333333333,0.2622020431328036,1,0,0
1.0,0,0.3378378378378379,0.2,0.9442884508013142,0.0,1,1,0.3954003607344502,0,0,1.0,0.3333333333333333,0.3473325766174802,0,0,1
0.5900000000000001,1,0.35135135135135137,0.8,0.9363789510375672,0.3333333333333333,1,0,0.7487971601287922,1,1,1.0,0.6666666666666667,0.41430192962542567,0,0,1
0.9440000000000002,1,0.4324324324324324,0.7000000000000001,0.0,0.3333333333333333,1,1,0.050260899915941966,0,0,0.25,0.0,0.09875141884222474,1,0,0
0.052000000000000046,0,0.14864864864864863,0.4,0.9372865910433045,1.0,1,0,0.5967334880481086,1,1,0.25,0.6666666666666667,0.18501702610669693,0,1,0
0.30200000000000005,1,0.35135135135135137,0.4,0.9542454743464723,0.3333333333333333,0,1,0.37468038197647874,0,0,0.5,0.3333333333333333,0.14982973893303062,1,0,0
0.6680000000000001,1,0.12162162162162166,0.2,0.9499141908095383,0.0,1,1,0.3586049967771922,0,0,0.5,0.3333333333333333,0.2531214528944381,1,0,0
0.3560000000000001,1,0.1756756756756757,0.6000000000000001,0.9276185685590612,0.3333333333333333,0,0,0.40088598461153035,0,0,0.5,0.3333333333333333,0.16458569807037457,1,0,0
0.2940000000000001,1,0.08108108108108109,0.30000000000000004,0.0,0.3333333333333333,1,0,0.3819286241836095,0,0,0.5,0.3333333333333333,0.1475595913734393,0,0,1
0.25200000000000006,0,0.21621621621621623,1.0,0.0,0.3333333333333333,1,0,0.13125953528561976,0,0,0.5,0.0,0.0,1,0,0
0.3980000000000001,0,0.09459459459459457,0.5,0.0,0.3333333333333333,0,0,0.9543221877689319,0,0,0.5,1.0,0.48808172531214533,1,0,0
0.5700000000000001,0,0.22972972972972977,0.7000000000000001,0.0,0.3333333333333333,1,1,0.32973183939066175,0,0,0.25,0.3333333333333333,0.22587968217934165,0,0,1
0.532,1,0.36486486486486486,0.30000000000000004,0.9548537434796792,0.3333333333333333,0,1,0.32160911367035555,0,0,1.0,0.3333333333333333,0.21452894438138478,0,1,0
0.6060000000000001,1,0.5405405405405406,0.1,0.9487095284236148,0.0,1,0,0.02543287883992921,1,0,0.25,0.0,0.049943246311010214,0,1,0
0.3980000000000001,0,0.08108108108108109,0.9,0.0,0.3333333333333333,1,1,0.07198102418780992,0,0,0.5,0.0,0.48240635641316687,0,0,1
0.4740000000000001,1,0.36486486486486486,0.6000000000000001,0.0,0.0,0,0,0.7934419237037137,0,0,0.5,1.0,0.695800227014756,0,0,1
0.7520000000000001,0,0.08108108108108109,0.6000000000000001,0.0,0.3333333333333333,1,1,0.2735883776900694,0,0,0.75,0.3333333333333333,0.4063564131668559,1,0,0
0.7640000000000001,1,0.3108108108108108,0.8,0.0,0.3333333333333333,1,1,0.8544545504095641,0,0,0.5,1.0,0.5096481271282634,1,0,0
0.5720000000000001,0,0.1891891891891892,0.8,0.0,0.3333333333333333,1,0,0.6927855610210775,0,0,0.25,0.6666666666666667,0.246311010215664,0,0,1
0.32000000000000006,0,0.27027027027027034,0.4,0.0,0.0,1,0,0.5945665311037204,1,1,0.25,0.6666666666666667,0.8717366628830874,0,0,1
0.6380000000000001,1,0.37837837837837845,0.30000000000000004,0.0,0.3333333333333333,0,1,0.04238489775773586,0,0,0.25,0.0,0.619750283768445,1,0,0
0.9920000000000001,0,0.27027027027027034,0.5,0.0,0.0,1,1,0.9381124897427704,0,0,0.5,1.0,0.12031782065834282,1,0,0
0.45400000000000007,1,0.09459459459459457,0.30000000000000004,0.0,0.3333333333333333,0,1,0.6225430028567728,0,0,0.5,1.0,0.6129398410896708,1,0,0
0.812,1,0.24324324324324326,0.2,0.9512250745275397,0.0,1,1,0.8502330472560129,0,0,1.0,0.6666666666666667,0.13280363223609534,0,1,0
0.44200000000000006,1,0.35135135135135137,0.9,0.0,0.3333333333333333,0,0,0.19212719814742305,0,0,0.75,1.0,0.37343927355278095,1,0,0
0.44800000000000006,0,0.3378378378378379,0.30000000000000004,0.9538472091232666,0.0,1,1,0.5009270885369552,0,0,1.0,0.6666666666666667,0.43132803632236094,0,1,0
0.12200000000000005,1,0.14864864864864863,0.0,0.8845192752474259,0.3333333333333333,1,1,0.26738368514193106,0,0,0.25,0.3333333333333333,0.2542565266742338,1,0,0
0.4820000000000001,0,0.2837837837837838,0.30000000000000004,0.0,0.6666666666666667,1,0,0.702356075005163,1,1,0.5,0.6666666666666667,0.20317820658342792,0,0,1
0.3660000000000001,1,0.24324324324324326,0.7000000000000001,0.9132353961303264,0.0,0,1,0.7836764911049005,0,0,1.0,0.0,0.5777525539160046,1,0,0
0.4060000000000001,1,0.3108108108108108,0.9,0.9337608256604636,0.3333333333333333,0,0,0.40947525488684167,0,0,0.5,0.3333333333333333,0.5584562996594779,0,1,0
0.3400000000000001,0,0.3243243243243243,0.6000000000000001,0.0,0.3333333333333333,1,1,0.17201127707696084,0,0,0.25,0.0,0.9114642451759365,0,0,1
0.7440000000000001,0,0.14864864864864863,0.9,0.0,0.3333333333333333,1,1,0.710175271738451,0,0,1.0,1.0,0.1782065834279228,0,0,1
0.2500000000000001,0,0.36486486486486486,0.0,0.9497108646099033,0.0,1,0,0.13907033121663118,1,1,0.0,0.6666666666666667,0.8603859250851306,1,0,0
0.2800000000000001,1,0.1756756756756757,0.30000000000000004,0.9560423355699522,0.0,0,1,0.570330416554781,0,0,0.75,0.0,0.3995459704880817,0,0,1
0.9080000000000001,1,0.2027027027027027,0.7000000000000001,0.9045177798470136,0.0,0,1,0.49225636048242605,0,0,0.25,0.3333333333333333,0.9931895573212259,0,0,1
1.0,1,0.24324324324324326,0.7000000000000001,0.0,0.0,1,1,0.20402608449106888,0,0,0.5,0.3333333333333333,0.9364358683314415,1,0,0
0.4640000000000001,1,0.3108108108108108,0.6000000000000001,0.8977253237058714,0.3333333333333333,0,1,0.8903973329452962,0,0,1.0,0.3333333333333333,0.340522133938706,0,1,0
0.24400000000000005,1,0.2972972972972973,0.4,0.0,0.0,1,0,0.35074669630949756,0,0,0.75,0.6666666666666667,0.4835414301929626,0,0,1
0.2300000000000001,0,0.445945945945946,0.8,0.9423501467704026,0.0,0,0,0.9065169223660858,1,1,1.0,0.0,0.8047673098751419,1,0,0
0.4120000000000001,0,0.5810810810810811,0.2,0.9389284616360055,0.0,1,1,0.47075620721778927,0,0,0.5,1.0,0.7604994324631101,1,0,0
0.9680000000000001,0,0.4189189189189189,0.2,0.9479732487248945,0.0,0,0,0.97186371298459,1,1,0.25,0.3333333333333333,0.5085130533484676,1,0,0
0.6200000000000001,0,0.5810810810810811,0.5,0.9617439456408933,0.0,1,1,0.7917096582723651,0,0,0.0,1.0,0.8683314415437005,0,0,1
0.8520000000000001,0,0.1891891891891892,0.4,0.933254193408591,0.3333333333333333,1,1,0.6325898123270772,0,0,0.0,0.0,0.20090805902383654,0,1,0
0.9580000000000001,0,0.12162162162162166,0.9,0.9351606275639961,0.0,1,1,0.5985403105996623,1,1,0.5,0.6666666666666667,0.7491486946651532,0,1,0
0.5740000000000001,0,0.2837837837837838,0.9,0.9518272538999956,0.0,1,1,0.5881122647212809,1,1,0.0,0.0,0.6935300794551646,0,1,0
0.4000000000000001,1,0.27027027027027034,0.2,0.9286951349567538,0.0,0,1,0.454376142921649,0,0,0.5,0.6666666666666667,0.9545970488081725,0,1,0
0.8520000000000001,0,0.25675675675675674,0.2,0.9289885334614201,0.3333333333333333,1,0,0.9705303856518297,0,0,0.0,0.0,0.16912599318955732,0,1,0
0.6960000000000001,1,0.35135135135135137,1.0,0.9382018483095412,0.3333333333333333,1,0,0.9903324767515297,0,0,0.75,0.0,0.8059023836549376,0,1,0
0.4700000000000001,1,0.24324324324324326,0.5,0.9564789875623123,0.3333333333333333,0,0,0.43210621614364175,0,0,0.5,0.0,0.619750283768445,0,1,0
0.8760000000000001,0,0.2027027027027027,0.5,0.0,0.3333333333333333,0,0,0.584888906890608,0,0,0.5,0.3333333333333333,0.9795686719636776,1,0,0
0.6100000000000001,1,0.3108108108108108,0.8,0.9443212228333628,0.0,0,0,0.8202251315000582,1,1,0.5,0.0,0.2542565266742338,0,1,0
0.5020000000000001,1,0.3243243243243243,0.1,0.9247935204358178,0.0,1,0,0.20003500334281923,1,1,0.25,0.6666666666666667,0.12031782065834282,0,1,0
0.538,1,0.3378378378378379,0.1,0.9440966767839571,0.0,1,1,0.567048703151151,0,0,1.0,0.0,0.6106696935300795,1,0,0
0.6120000000000001,1,0.36486486486486486,0.5,0.94578274023031,0.0,1,0,0.43552154230729034,0,0,0.25,1.0,0.11577752553916007,1,0,0
0.7500000000000001,1,0.013513513513513542,0.0,0.9038208724162421,0.0,0,0,0.22803262711588954,0,0,0.25,1.0,0.32576617480136205,0,1,0
0.32200000000000006,0,0.6486486486486487,0.4,0.0,0.0,1,0,0.008158429129981912,1,1,1.0,0.0,0.48808172531214533,0,0,1
